device_id,device_type,operating_system,browser_name,screen_resolution,device_language,first_seen_date,last_seen_date,device_risk_score,is_emulator,is_rooted,device_manufacturer,device_model,ip_address_last,geolocation_city,geolocation_province
DEV00014167,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2023-10-03,2024-10-10,35,False,False,Samsung,Galaxy A34,73.227.34.190,Soweto,Gauteng
DEV00014168,iPhone_Mobile,iOS 16,Chrome,1366x768,other,2024-08-29,2025-10-30,45,False,False,Apple,iPhone 13,20.66.98.59,Johannesburg,Gauteng
DEV00014169,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2022-11-10,2024-10-13,68,False,False,Samsung,Galaxy A14,198.170.57.73,Durban,KwaZulu-Natal
DEV00014170,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2025-12-23,2025-12-30,90,False,False,Samsung,Galaxy S22,140.127.4.188,Soweto,Gauteng
DEV00014171,Android_Mobile,Android 14,Chrome,1440x900,en-ZA,2022-06-25,2025-12-19,35,False,False,Samsung,Galaxy S22,172.185.10.166,Rustenburg,North West
DEV00014172,iPhone_Mobile,iOS 15,Safari,1366x768,xh,2022-03-08,2025-06-22,88,False,False,Apple,iPhone 13,102.198.142.28,Stellenbosch,Western Cape
DEV00014173,iPad_Tablet,iOS 17,Safari,1080x2400,en-ZA,2022-07-05,2022-10-06,64,False,False,Apple,iPad Mini,250.0.92.79,Gqeberha,Eastern Cape
DEV00014174,MacBook_Laptop,macOS Sonoma,Chrome,1080x2400,en-ZA,2023-04-02,2023-12-24,40,False,False,Apple,iMac,76.100.189.166,East London,Eastern Cape
DEV00014175,Windows_Laptop,Windows 10,Safari,1170x2532,en,2023-04-05,2024-10-13,53,False,False,Dell,Inspiron,23.196.176.25,Pretoria,Gauteng
DEV00014176,Android_Mobile,Android 13,Safari,1170x2532,af,2022-01-29,2022-01-29,61,False,False,Samsung,Galaxy A14,104.124.92.116,Soweto,Gauteng
DEV00014177,Android_Mobile,Android 13,Edge,1920x1080,en-ZA,2022-06-27,2022-06-27,35,False,False,Samsung,Galaxy S22,242.213.240.156,Witbank,Mpumalanga
DEV00014178,Android_Mobile,Android 12,Safari,1170x2532,en-ZA,2024-02-04,2025-07-28,47,False,False,Samsung,Galaxy A14,173.43.33.194,Pietermaritzburg,KwaZulu-Natal
DEV00014179,iPhone_Mobile,iOS 15,Chrome,1440x900,en,2024-06-09,2024-06-09,40,False,False,Apple,iPhone 12,60.4.19.104,Johannesburg,Gauteng
DEV00014180,iPhone_Mobile,iOS 15,Safari,1440x900,en-ZA,2023-01-28,2024-07-12,3,False,False,Apple,iPhone 12,187.119.242.215,Polokwane,Limpopo
DEV00014181,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2024-04-11,2024-07-08,39,False,False,Samsung,Galaxy S23,72.232.195.97,Bloemfontein,Free State
DEV00014182,Android_Mobile,Android 13,Safari,1366x768,en-ZA,2022-07-05,2023-10-31,42,False,False,Samsung,Galaxy A14,31.161.108.151,Durban,KwaZulu-Natal
DEV00014183,iPhone_Mobile,iOS 15,Chrome,1920x1080,en-ZA,2025-12-06,2025-12-15,5,False,False,Apple,iPhone 14,208.228.33.47,Johannesburg,Gauteng
DEV00014184,Android_Mobile,Android 12,Chrome,1170x2532,en-ZA,2022-03-22,2023-10-03,10,False,False,Samsung,Galaxy A54,174.197.236.71,Pietermaritzburg,KwaZulu-Natal
DEV00014185,Android_Mobile,Android 12,Chrome,1170x2532,other,2025-07-08,2025-07-08,49,False,False,Samsung,Galaxy S23,175.205.29.223,Pretoria,Gauteng
DEV00014186,Android_Mobile,Android 12,Chrome,1170x2532,en,2022-08-10,2022-08-10,24,False,False,Samsung,Galaxy S23,110.188.50.41,Paarl,Western Cape
DEV00014187,Android_Mobile,Android 12,Safari,1080x2400,en-ZA,2025-01-21,2025-10-14,79,False,False,Samsung,Galaxy A34,196.92.234.165,Tzaneen,Limpopo
DEV00014188,Android_Mobile,Android 14,Firefox,1440x900,en-ZA,2023-04-17,2025-10-06,27,False,False,Samsung,Galaxy A54,206.83.236.57,Rustenburg,North West
DEV00014189,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2023-10-01,2023-10-01,93,False,False,Samsung,Galaxy S22,79.204.245.217,Stellenbosch,Western Cape
DEV00014190,iPhone_Mobile,iOS 16,Chrome,1170x2532,en-ZA,2024-08-17,2025-03-30,68,False,False,Apple,iPhone 15,16.124.53.134,Pretoria,Gauteng
DEV00014191,Windows_Laptop,Windows 10,Chrome,1080x2400,en-ZA,2022-05-30,2025-09-28,12,False,False,Acer,EliteBook,121.112.237.227,East London,Eastern Cape
DEV00014192,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2025-05-04,2025-05-04,40,False,False,Samsung,Galaxy S23,179.255.43.35,Pretoria,Gauteng
DEV00014193,iPhone_Mobile,iOS 16,Edge,1920x1080,en-ZA,2025-08-05,2025-11-27,73,False,False,Apple,iPhone 14,152.240.7.125,Stellenbosch,Western Cape
DEV00014194,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2022-04-16,2022-04-16,60,False,False,Samsung,Galaxy A34,208.137.247.47,Soweto,Gauteng
DEV00014195,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2022-07-02,2022-07-02,41,False,False,Samsung,Galaxy A14,215.42.183.85,Johannesburg,Gauteng
DEV00014196,iPhone_Mobile,iOS 17,Firefox,1080x2400,af,2022-07-02,2024-07-10,92,False,False,Apple,iPhone 12,207.235.12.41,Mahikeng,North West
DEV00014197,Android_Mobile,Android 12,Safari,1366x768,en,2023-02-14,2025-12-27,61,False,False,Samsung,Galaxy S23,86.128.84.75,Stellenbosch,Western Cape
DEV00014198,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2024-08-23,2025-06-16,76,False,True,Samsung,Galaxy A14,227.201.77.218,Gqeberha,Eastern Cape
DEV00014199,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2023-02-06,2023-02-06,98,False,False,Samsung,Galaxy A34,72.227.134.136,Stellenbosch,Western Cape
DEV00014200,iPhone_Mobile,iOS 16,Chrome,1440x900,en,2024-02-16,2024-07-11,60,False,False,Apple,iPhone 12,148.61.163.88,Johannesburg,Gauteng
DEV00014201,Android_Mobile,Android 12,Safari,1170x2532,en-ZA,2022-05-05,2022-10-01,31,False,False,Samsung,Galaxy S23,152.100.174.184,Johannesburg,Gauteng
DEV00014202,Android_Tablet,Android 12,Chrome,1170x2532,en-ZA,2024-04-18,2024-04-18,73,False,False,Samsung,Galaxy A14,215.149.159.157,Pretoria,Gauteng
DEV00014203,iPhone_Mobile,iOS 15,Chrome,1920x1080,en-ZA,2022-11-29,2024-02-18,92,False,False,Apple,iPhone 14,170.141.9.148,Witbank,Mpumalanga
DEV00014204,Windows_Laptop,Windows 11,Safari,1920x1080,en-ZA,2023-10-08,2023-10-08,0,False,False,Dell,EliteBook,20.158.138.242,Johannesburg,Gauteng
DEV00014205,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2023-10-08,2025-11-17,74,False,False,Samsung,Galaxy A14,95.5.16.58,Paarl,Western Cape
DEV00014206,iPad_Tablet,iOS 15,Chrome,1920x1080,en-ZA,2024-01-16,2024-01-16,39,False,False,Apple,iPad Mini,95.217.202.155,Paarl,Western Cape
DEV00014207,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2022-04-08,2024-04-28,24,False,False,Samsung,Galaxy S22,37.104.92.209,Pretoria,Gauteng
DEV00014208,Android_Mobile,Android 14,Chrome,1170x2532,other,2022-05-02,2022-05-02,0,False,False,Samsung,Galaxy A54,213.66.16.100,Paarl,Western Cape
DEV00014209,iPhone_Mobile,iOS 15,Safari,1170x2532,en-ZA,2023-03-11,2023-03-11,46,False,False,Apple,iPhone 13,240.122.70.208,Gqeberha,Eastern Cape
DEV00014210,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2025-11-21,2025-11-21,86,False,False,Samsung,Galaxy S22,15.86.132.224,Durban,KwaZulu-Natal
DEV00014211,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2022-08-30,2023-03-29,59,False,False,Samsung,Galaxy S23,128.98.211.49,Cape Town,Western Cape
DEV00014212,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2023-05-05,2025-03-25,67,False,False,Samsung,Galaxy S23,107.188.204.138,Cape Town,Western Cape
DEV00014213,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2025-03-05,2025-03-05,33,False,False,Samsung,Galaxy A54,114.99.163.168,Pretoria,Gauteng
DEV00014214,Android_Mobile,Android 14,Safari,1170x2532,en-ZA,2022-11-25,2022-11-25,43,False,False,Samsung,Galaxy A34,237.222.96.32,Pretoria,Gauteng
DEV00014215,Android_Mobile,Android 14,Safari,1920x1080,en-ZA,2024-04-03,2024-04-03,12,False,False,Samsung,Galaxy S22,243.197.167.122,Pietermaritzburg,KwaZulu-Natal
DEV00014216,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2024-05-10,2024-05-12,13,False,False,Samsung,Galaxy S23,27.39.40.32,Durban,KwaZulu-Natal
DEV00014217,Android_Tablet,Android 12,Safari,1440x900,en-ZA,2024-05-27,2024-05-27,24,False,False,Samsung,Galaxy S22,33.65.222.208,Paarl,Western Cape
DEV00014218,Windows_Laptop,Windows 10,Chrome,1170x2532,en-ZA,2023-08-04,2023-08-04,20,False,False,Acer,EliteBook,173.86.225.20,Stellenbosch,Western Cape
DEV00014219,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2023-06-21,2023-06-21,2,False,True,Samsung,Galaxy A14,226.74.79.109,Welkom,Free State
DEV00014220,Windows_Laptop,Windows 11,Safari,1920x1080,en-ZA,2022-01-18,2024-04-03,75,False,False,Dell,EliteBook,233.197.236.98,Johannesburg,Gauteng
DEV00014221,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2025-12-15,2025-12-15,18,False,False,Samsung,Galaxy A54,19.247.177.9,Pietermaritzburg,KwaZulu-Natal
DEV00014222,Windows_Desktop,Windows 10,Chrome,1170x2532,en-ZA,2025-03-29,2025-06-28,6,False,False,Lenovo,Aspire,120.155.249.160,East London,Eastern Cape
DEV00014223,Windows_Laptop,Windows 10,Safari,1170x2532,zu,2023-09-22,2025-12-20,16,False,False,Dell,Latitude,203.103.67.175,Johannesburg,Gauteng
DEV00014224,iPad_Tablet,iOS 17,Chrome,1080x2400,af,2025-11-26,2025-11-26,51,False,False,Apple,iPad Mini,94.141.231.44,Pretoria,Gauteng
DEV00014225,MacBook_Laptop,macOS Ventura,Chrome,1366x768,en-ZA,2023-01-02,2025-03-04,8,False,False,Apple,MacBook Pro,26.118.255.229,Johannesburg,Gauteng
DEV00014226,Windows_Desktop,Windows 11,Safari,1080x2400,en-ZA,2024-12-13,2024-12-13,86,False,False,Lenovo,ThinkPad,111.178.224.225,Pietermaritzburg,KwaZulu-Natal
DEV00014227,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2022-09-21,2024-01-10,24,False,False,Samsung,Galaxy A34,22.40.64.72,Johannesburg,Gauteng
DEV00014228,iPhone_Mobile,iOS 15,Chrome,1170x2532,en-ZA,2024-02-07,2024-02-07,45,False,False,Apple,iPhone 14,67.169.246.57,Paarl,Western Cape
DEV00014229,iPhone_Mobile,iOS 17,Chrome,1366x768,af,2023-06-10,2025-03-01,89,False,False,Apple,iPhone 15,43.178.255.147,Bloemfontein,Free State
DEV00014230,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2022-11-28,2023-10-30,55,False,False,Samsung,Galaxy A14,244.52.75.45,Pietermaritzburg,KwaZulu-Natal
DEV00014231,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2023-12-27,2025-12-25,94,False,False,Samsung,Galaxy A54,31.65.237.189,Welkom,Free State
DEV00014232,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2025-03-29,2025-06-26,22,False,False,Samsung,Galaxy A54,116.107.167.169,Paarl,Western Cape
DEV00014233,Android_Mobile,Android 12,Safari,1440x900,en-ZA,2023-06-26,2023-08-23,89,False,False,Samsung,Galaxy S22,87.24.163.18,Gqeberha,Eastern Cape
DEV00014234,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2025-09-21,2025-09-21,54,False,False,Samsung,Galaxy A34,186.241.252.101,Paarl,Western Cape
DEV00014235,iPhone_Mobile,iOS 15,Chrome,1440x900,en-ZA,2023-11-16,2025-03-02,54,False,False,Apple,iPhone 15,202.104.123.189,Nelspruit,Mpumalanga
DEV00014236,Android_Tablet,Android 14,Chrome,1366x768,en-ZA,2022-02-23,2024-09-10,3,False,False,Samsung,Galaxy A54,67.115.227.72,Pretoria,Gauteng
DEV00014237,iPhone_Mobile,iOS 15,Firefox,1080x2400,en-ZA,2023-12-18,2023-12-18,30,False,False,Apple,iPhone 13,34.243.168.21,Ballito,KwaZulu-Natal
DEV00014238,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2024-05-21,2025-11-22,36,False,False,Samsung,Galaxy A54,40.139.216.238,Pietermaritzburg,KwaZulu-Natal
DEV00014239,Android_Mobile,Android 12,Chrome,1170x2532,en-ZA,2022-01-28,2023-05-25,27,True,False,Samsung,Galaxy S22,74.157.137.7,Soweto,Gauteng
DEV00014240,Windows_Laptop,Windows 10,Edge,1366x768,en-ZA,2024-03-31,2024-07-25,39,False,False,Dell,Latitude,1.162.164.27,Soweto,Gauteng
DEV00014241,Android_Tablet,Android 13,Edge,1366x768,en-ZA,2025-12-01,2025-12-01,31,False,False,Samsung,Galaxy A14,183.68.187.163,Mahikeng,North West
DEV00014242,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2024-03-24,2025-01-12,85,False,False,Samsung,Galaxy A14,191.125.18.17,East London,Eastern Cape
DEV00014243,Android_Mobile,Android 13,Chrome,1170x2532,xh,2024-02-06,2025-06-29,26,False,False,Samsung,Galaxy S23,204.107.223.1,Durban,KwaZulu-Natal
DEV00014244,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2025-10-08,2025-10-08,95,False,False,Samsung,Galaxy S23,138.122.40.221,Gqeberha,Eastern Cape
DEV00014245,Android_Mobile,Android 14,Edge,1440x900,en,2025-05-25,2025-12-27,53,False,False,Samsung,Galaxy S23,150.162.102.23,Ballito,KwaZulu-Natal
DEV00014246,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2024-08-21,2025-11-01,76,False,False,Samsung,Galaxy A34,51.199.37.55,Pretoria,Gauteng
DEV00014247,Android_Tablet,Android 12,Chrome,1920x1080,en-ZA,2023-03-10,2023-09-23,21,False,False,Samsung,Galaxy A14,151.236.25.210,Soweto,Gauteng
DEV00014248,Android_Mobile,Android 13,Chrome,1920x1080,en,2022-07-10,2023-09-23,79,False,False,Samsung,Galaxy A34,165.47.120.174,Johannesburg,Gauteng
DEV00014249,Android_Tablet,Android 12,Chrome,1920x1080,af,2024-08-02,2024-08-31,97,False,True,Samsung,Galaxy A54,104.51.230.206,Pietermaritzburg,KwaZulu-Natal
DEV00014250,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2023-12-23,2025-04-21,36,False,False,Samsung,Galaxy S22,14.145.161.104,Pietermaritzburg,KwaZulu-Natal
DEV00014251,iPad_Tablet,iOS 16,Chrome,1920x1080,en-ZA,2023-04-03,2023-04-29,12,False,False,Apple,iPad Pro,34.111.81.196,Polokwane,Limpopo
DEV00014252,iPad_Tablet,iOS 15,Chrome,1440x900,en-ZA,2025-02-07,2025-08-24,91,False,False,Apple,iPad Air,108.173.227.23,Pietermaritzburg,KwaZulu-Natal
DEV00014253,iPhone_Mobile,iOS 17,Chrome,1920x1080,en-ZA,2025-09-17,2025-12-13,81,False,False,Apple,iPhone 13,203.169.167.24,Paarl,Western Cape
DEV00014254,Windows_Laptop,Windows 10,Safari,1080x2400,en-ZA,2025-02-17,2025-08-08,96,False,False,Acer,ThinkPad,60.60.109.221,Johannesburg,Gauteng
DEV00014255,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2025-03-23,2025-06-15,22,False,False,Samsung,Galaxy A34,62.132.130.126,Pretoria,Gauteng
DEV00014256,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2024-02-20,2024-06-27,23,False,False,Samsung,Galaxy A54,127.105.52.129,Johannesburg,Gauteng
DEV00014257,iPhone_Mobile,iOS 17,Safari,1366x768,xh,2022-03-11,2023-06-09,14,False,False,Apple,iPhone 15,140.80.84.57,Johannesburg,Gauteng
DEV00014258,Windows_Laptop,Windows 10,Chrome,1080x2400,en-ZA,2023-08-03,2023-08-03,95,False,False,Lenovo,Inspiron,123.167.165.226,Johannesburg,Gauteng
DEV00014259,Android_Mobile,Android 14,Chrome,1366x768,en,2023-12-14,2024-09-03,59,False,False,Samsung,Galaxy S22,59.232.30.197,Johannesburg,Gauteng
DEV00014260,Android_Mobile,Android 12,Chrome,1080x2400,af,2022-07-07,2022-09-14,33,False,False,Samsung,Galaxy S22,86.131.199.168,Cape Town,Western Cape
DEV00014261,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2022-01-13,2023-12-07,52,False,False,Samsung,Galaxy S23,72.50.167.11,Ballito,KwaZulu-Natal
DEV00014262,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2023-10-09,2025-05-18,23,False,False,Apple,iPhone 12,222.145.215.192,Johannesburg,Gauteng
DEV00014263,iPhone_Mobile,iOS 17,Chrome,1920x1080,zu,2022-09-25,2023-01-25,64,False,False,Apple,iPhone 13,21.217.254.173,Gqeberha,Eastern Cape
DEV00014264,Android_Mobile,Android 14,Chrome,1366x768,xh,2022-01-20,2022-01-20,47,False,False,Samsung,Galaxy S22,40.110.207.194,Pretoria,Gauteng
DEV00014265,Windows_Laptop,Windows 10,Chrome,1170x2532,en-ZA,2024-08-16,2024-08-16,92,False,False,Acer,ThinkPad,130.93.144.1,Johannesburg,Gauteng
DEV00014266,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2022-02-13,2023-01-11,93,False,False,Samsung,Galaxy A14,78.184.91.132,Pretoria,Gauteng
DEV00014267,Android_Mobile,Android 12,Chrome,1920x1080,zu,2022-08-19,2023-10-02,15,False,False,Samsung,Galaxy S22,38.148.83.6,Pretoria,Gauteng
DEV00014268,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2024-05-16,2024-05-16,85,False,False,Samsung,Galaxy S22,145.254.248.64,Paarl,Western Cape
DEV00014269,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2025-03-02,2025-06-01,23,False,False,Samsung,Galaxy A14,226.61.100.137,Gqeberha,Eastern Cape
DEV00014270,Android_Mobile,Android 13,Safari,1440x900,en-ZA,2022-04-07,2022-04-07,83,False,False,Samsung,Galaxy A54,18.110.130.142,Pietermaritzburg,KwaZulu-Natal
DEV00014271,iPhone_Mobile,iOS 16,Chrome,1080x2400,en-ZA,2025-10-13,2025-12-27,80,False,False,Apple,iPhone 15,160.119.203.124,Polokwane,Limpopo
DEV00014272,iPad_Tablet,iOS 15,Safari,1080x2400,en-ZA,2023-02-22,2023-12-23,22,False,False,Apple,iPad Mini,186.68.168.182,Soweto,Gauteng
DEV00014273,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2025-03-03,2025-04-15,93,False,False,Samsung,Galaxy A34,24.244.96.61,Soweto,Gauteng
DEV00014274,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2025-04-27,2025-04-27,95,False,False,Samsung,Galaxy S22,133.119.186.25,Polokwane,Limpopo
DEV00014275,Android_Mobile,Android 14,Chrome,1440x900,en-ZA,2025-03-31,2025-09-21,84,False,False,Samsung,Galaxy A34,230.50.90.144,Soweto,Gauteng
DEV00014276,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2022-10-03,2023-02-06,46,False,False,Samsung,Galaxy S23,103.191.140.50,East London,Eastern Cape
DEV00014277,Android_Mobile,Android 12,Safari,1080x2400,af,2023-12-29,2024-11-30,45,False,False,Samsung,Galaxy A54,218.50.209.242,Mahikeng,North West
DEV00014278,Android_Mobile,Android 14,Chrome,1920x1080,af,2024-10-18,2025-08-08,14,False,False,Samsung,Galaxy A14,124.191.128.115,Pretoria,Gauteng
DEV00014279,Android_Mobile,Android 13,Chrome,1170x2532,en,2025-09-04,2025-11-15,62,False,False,Samsung,Galaxy A54,31.255.29.40,Gqeberha,Eastern Cape
DEV00014280,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2023-05-03,2024-08-21,84,False,False,Samsung,Galaxy A14,47.160.30.230,Mahikeng,North West
DEV00014281,Windows_Laptop,Windows 10,Safari,1440x900,en-ZA,2023-12-13,2024-03-15,12,False,False,Lenovo,EliteBook,81.246.228.105,East London,Eastern Cape
DEV00014282,iPhone_Mobile,iOS 16,Chrome,1440x900,en-ZA,2022-08-22,2022-08-22,88,False,False,Apple,iPhone 14,32.199.29.40,Pretoria,Gauteng
DEV00014283,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2024-02-07,2024-07-02,33,False,False,Apple,iPhone 12,51.164.247.231,East London,Eastern Cape
DEV00014284,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2023-08-10,2024-09-13,47,False,False,Samsung,Galaxy S22,249.121.135.110,Witbank,Mpumalanga
DEV00014285,Android_Mobile,Android 12,Chrome,1366x768,other,2025-10-13,2025-11-10,5,False,False,Samsung,Galaxy S22,251.72.15.238,Ballito,KwaZulu-Natal
DEV00014286,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2025-03-15,2025-09-29,50,False,False,Samsung,Galaxy A54,218.95.184.31,East London,Eastern Cape
DEV00014287,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2022-08-24,2022-08-24,0,False,False,Samsung,Galaxy S22,210.48.30.200,East London,Eastern Cape
DEV00014288,iPhone_Mobile,iOS 15,Chrome,1920x1080,en-ZA,2025-07-10,2025-07-10,44,False,False,Apple,iPhone 12,205.121.42.213,Welkom,Free State
DEV00014289,Windows_Laptop,Windows 10,Safari,1170x2532,en-ZA,2024-10-21,2024-11-19,63,False,False,Dell,Aspire,227.116.93.20,Stellenbosch,Western Cape
DEV00014290,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2022-01-20,2025-07-15,46,False,False,Samsung,Galaxy A34,8.224.101.57,Cape Town,Western Cape
DEV00014291,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2025-03-03,2025-03-03,58,False,False,Samsung,Galaxy A34,40.129.129.212,Soweto,Gauteng
DEV00014292,iPad_Tablet,iOS 16,Chrome,1080x2400,en-ZA,2025-05-09,2025-12-25,16,False,False,Apple,iPad Air,165.134.202.70,Pretoria,Gauteng
DEV00014293,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2023-06-14,2023-06-14,56,False,False,Samsung,Galaxy S22,42.39.205.115,Tzaneen,Limpopo
DEV00014294,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2023-04-12,2025-01-29,21,False,False,Samsung,Galaxy A14,81.74.222.28,Durban,KwaZulu-Natal
DEV00014295,Android_Mobile,Android 12,Chrome,1170x2532,en-ZA,2025-05-12,2025-09-04,90,False,False,Samsung,Galaxy S22,210.224.48.212,Johannesburg,Gauteng
DEV00014296,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2022-10-12,2023-03-24,26,False,False,Samsung,Galaxy S23,139.117.219.90,Paarl,Western Cape
DEV00014297,iPad_Tablet,iOS 17,Chrome,1920x1080,en-ZA,2022-06-05,2022-06-05,56,False,False,Apple,iPad Mini,220.19.142.54,East London,Eastern Cape
DEV00014298,Windows_Laptop,Windows 10,Safari,1920x1080,af,2022-05-03,2023-07-24,12,False,False,Acer,Latitude,217.173.49.200,Cape Town,Western Cape
DEV00014299,iPhone_Mobile,iOS 16,Edge,1920x1080,en-ZA,2025-06-07,2025-10-30,86,False,False,Apple,iPhone 13,97.142.75.146,Gqeberha,Eastern Cape
DEV00014300,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2023-02-25,2025-03-04,2,False,True,Samsung,Galaxy S22,236.137.35.237,Pietermaritzburg,KwaZulu-Natal
DEV00014301,iPhone_Mobile,iOS 15,Chrome,1170x2532,en-ZA,2022-09-28,2023-05-04,24,False,False,Apple,iPhone 14,32.221.112.196,Nelspruit,Mpumalanga
DEV00014302,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2023-11-12,2023-11-12,7,False,False,Samsung,Galaxy A34,34.235.179.86,Cape Town,Western Cape
DEV00014303,Android_Mobile,Android 12,Safari,1440x900,en,2023-11-06,2025-06-05,63,False,False,Samsung,Galaxy S22,135.188.193.230,Soweto,Gauteng
DEV00014304,iPhone_Mobile,iOS 17,Chrome,1170x2532,en-ZA,2025-08-21,2025-12-20,14,False,False,Apple,iPhone 13,86.29.212.195,Soweto,Gauteng
DEV00014305,iPhone_Mobile,iOS 16,Chrome,1920x1080,en-ZA,2022-04-17,2024-06-06,61,False,False,Apple,iPhone 15,206.170.254.173,Paarl,Western Cape
DEV00014306,Android_Mobile,Android 14,Chrome,1366x768,en,2024-11-27,2025-07-24,3,False,False,Samsung,Galaxy A34,173.215.228.178,Pietermaritzburg,KwaZulu-Natal
DEV00014307,Android_Mobile,Android 14,Chrome,1366x768,af,2024-03-19,2024-03-19,80,False,True,Samsung,Galaxy A14,45.196.69.247,Pietermaritzburg,KwaZulu-Natal
DEV00014308,MacBook_Laptop,macOS Monterey,Safari,1080x2400,en-ZA,2024-02-08,2024-02-08,49,False,False,Apple,MacBook Pro,163.194.180.79,Gqeberha,Eastern Cape
DEV00014309,Windows_Laptop,Windows 11,Chrome,1366x768,en-ZA,2022-10-16,2024-07-20,42,False,False,HP,EliteBook,77.237.199.211,Cape Town,Western Cape
DEV00014310,Android_Mobile,Android 14,Safari,1440x900,en,2023-03-22,2023-10-04,81,False,False,Samsung,Galaxy A14,22.174.229.102,Johannesburg,Gauteng
DEV00014311,Android_Mobile,Android 14,Safari,1920x1080,en-ZA,2023-02-26,2025-02-05,68,False,False,Samsung,Galaxy S23,168.106.203.74,Johannesburg,Gauteng
DEV00014312,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2024-08-04,2025-07-09,32,False,False,Samsung,Galaxy A54,79.95.219.118,Gqeberha,Eastern Cape
DEV00014313,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2022-02-09,2022-02-09,51,False,False,Samsung,Galaxy A14,15.223.155.245,Soweto,Gauteng
DEV00014314,Android_Mobile,Android 12,Chrome,1440x900,xh,2022-02-16,2025-09-21,78,False,False,Samsung,Galaxy A14,20.83.31.31,East London,Eastern Cape
DEV00014315,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2025-04-24,2025-11-30,0,False,False,Samsung,Galaxy A54,227.39.133.203,Paarl,Western Cape
DEV00014316,iPhone_Mobile,iOS 16,Chrome,1920x1080,en-ZA,2025-06-24,2025-09-22,27,False,False,Apple,iPhone 12,104.217.188.59,Paarl,Western Cape
DEV00014317,Android_Mobile,Android 12,Chrome,1440x900,xh,2023-12-21,2024-04-30,54,False,False,Samsung,Galaxy A14,121.199.201.139,Pretoria,Gauteng
DEV00014318,Android_Mobile,Android 13,Chrome,1440x900,zu,2024-06-20,2025-09-09,95,False,False,Samsung,Galaxy A54,248.234.219.185,Durban,KwaZulu-Natal
DEV00014319,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2022-09-28,2022-09-28,76,False,False,Samsung,Galaxy S23,181.179.129.121,Soweto,Gauteng
DEV00014320,Android_Mobile,Android 12,Edge,1920x1080,en-ZA,2022-02-05,2022-02-05,68,False,False,Samsung,Galaxy S22,249.16.164.79,East London,Eastern Cape
