link_id,customer_id,device_id,association_date,last_access_date,access_count,is_primary_device,link_type
LINK00017041,CUST00017041,DEV00014456,2024-08-30,2025-12-31,102,True,PRIMARY
LINK00017042,CUST00017042,DEV00000428,2022-02-04,2025-12-31,144,True,PRIMARY
LINK00017043,CUST00017043,DEV00017114,2023-05-06,2025-12-31,110,True,PRIMARY
LINK00017044,CUST00017044,DEV00023624,2025-04-15,2025-12-31,299,True,PRIMARY
LINK00017045,CUST00017045,DEV00017926,2025-04-04,2025-12-31,301,True,PRIMARY
LINK00017046,CUST00017046,DEV00008816,2022-08-22,2025-12-31,492,True,PRIMARY
LINK00017047,CUST00017047,DEV00016203,2025-04-28,2025-12-31,461,True,PRIMARY
LINK00017048,CUST00017048,DEV00008827,2023-02-19,2025-12-31,338,True,PRIMARY
LINK00017049,CUST00017049,DEV00006931,2022-07-04,2025-12-31,151,True,PRIMARY
LINK00017050,CUST00017050,DEV00019873,2023-03-08,2025-12-31,455,True,PRIMARY
LINK00017051,CUST00017051,DEV00004108,2025-09-17,2025-12-31,450,True,PRIMARY
LINK00017052,CUST00017052,DEV00018922,2025-09-11,2025-12-31,171,True,PRIMARY
LINK00017053,CUST00017053,DEV00001003,2025-06-20,2025-12-31,500,True,PRIMARY
LINK00017054,CUST00017054,DEV00026369,2025-06-08,2025-12-31,389,True,PRIMARY
LINK00017055,CUST00017055,DEV00001933,2024-06-01,2025-12-31,59,True,PRIMARY
LINK00017056,CUST00017056,DEV00000034,2025-07-27,2025-12-31,85,True,PRIMARY
LINK00017057,CUST00017057,DEV00009208,2022-12-12,2025-12-31,103,True,PRIMARY
LINK00017058,CUST00017058,DEV00008171,2024-01-04,2025-12-31,156,True,PRIMARY
LINK00017059,CUST00017059,DEV00023348,2025-11-25,2025-12-31,324,True,PRIMARY
LINK00017060,CUST00017060,DEV00003579,2025-10-12,2025-12-31,219,True,PRIMARY
LINK00017061,CUST00017061,DEV00013233,2023-09-01,2025-12-31,453,True,PRIMARY
LINK00017062,CUST00017062,DEV00005314,2024-06-30,2025-12-31,456,True,PRIMARY
LINK00017063,CUST00017063,DEV00003751,2025-10-26,2025-12-31,70,True,PRIMARY
LINK00017064,CUST00017064,DEV00002826,2024-08-04,2025-12-31,34,True,PRIMARY
LINK00017065,CUST00017065,DEV00003923,2022-07-11,2025-12-31,211,True,PRIMARY
LINK00017066,CUST00017066,DEV00004307,2023-02-16,2025-12-31,246,True,PRIMARY
LINK00017067,CUST00017067,DEV00022861,2025-01-26,2025-12-31,315,True,PRIMARY
LINK00017068,CUST00017068,DEV00003720,2025-05-22,2025-12-31,295,True,PRIMARY
LINK00017069,CUST00017069,DEV00008473,2024-10-06,2025-12-31,497,True,PRIMARY
LINK00017070,CUST00017070,DEV00012757,2023-02-16,2025-12-31,207,True,PRIMARY
LINK00017071,CUST00017071,DEV00000227,2024-05-15,2025-12-31,465,True,PRIMARY
LINK00017072,CUST00017072,DEV00011987,2025-01-28,2025-12-31,285,True,PRIMARY
LINK00017073,CUST00017073,DEV00024926,2022-06-14,2025-12-31,124,True,PRIMARY
LINK00017074,CUST00017074,DEV00025363,2022-08-12,2025-12-31,473,True,PRIMARY
LINK00017075,CUST00017075,DEV00027218,2024-09-27,2025-12-31,59,True,PRIMARY
LINK00017076,CUST00017076,DEV00023512,2025-10-24,2025-12-31,147,True,PRIMARY
LINK00017077,CUST00017077,DEV00017822,2024-05-09,2025-12-31,181,True,PRIMARY
LINK00017078,CUST00017078,DEV00007227,2023-08-05,2025-12-31,411,True,PRIMARY
LINK00017079,CUST00017079,DEV00025841,2025-01-17,2025-12-31,108,True,PRIMARY
LINK00017080,CUST00017080,DEV00021651,2024-03-08,2025-12-31,296,True,PRIMARY
LINK00017081,CUST00017081,DEV00003329,2025-02-04,2025-12-31,389,True,PRIMARY
LINK00017082,CUST00017082,DEV00003105,2022-06-16,2025-12-31,431,True,PRIMARY
LINK00017083,CUST00017083,DEV00017796,2025-04-15,2025-12-31,479,True,PRIMARY
LINK00017084,CUST00017084,DEV00024793,2025-10-26,2025-12-31,349,True,PRIMARY
LINK00017085,CUST00017085,DEV00009688,2025-07-22,2025-12-31,112,True,PRIMARY
LINK00017086,CUST00017086,DEV00016554,2024-03-24,2025-12-31,12,True,PRIMARY
LINK00017087,CUST00017087,DEV00022527,2025-10-30,2025-12-31,162,True,PRIMARY
LINK00017088,CUST00017088,DEV00027197,2025-10-16,2025-12-31,28,True,PRIMARY
LINK00017089,CUST00017089,DEV00007167,2023-02-04,2025-12-31,222,True,PRIMARY
LINK00017090,CUST00017090,DEV00008634,2023-12-04,2025-12-31,192,True,PRIMARY
LINK00017091,CUST00017091,DEV00018538,2022-03-27,2025-12-31,153,True,PRIMARY
LINK00017092,CUST00017092,DEV00014296,2022-10-12,2025-12-31,446,True,PRIMARY
LINK00017093,CUST00017093,DEV00014628,2022-07-27,2025-12-31,132,True,PRIMARY
LINK00017094,CUST00017094,DEV00011998,2025-07-22,2025-12-31,287,True,PRIMARY
LINK00017095,CUST00017095,DEV00022597,2025-02-08,2025-12-31,464,True,PRIMARY
LINK00017096,CUST00017096,DEV00025132,2023-08-17,2025-12-31,222,True,PRIMARY
LINK00017097,CUST00017097,DEV00024962,2024-11-19,2025-12-31,278,True,PRIMARY
LINK00017098,CUST00017098,DEV00005001,2024-05-10,2025-12-31,37,True,PRIMARY
LINK00017099,CUST00017099,DEV00019090,2025-04-13,2025-12-31,464,True,PRIMARY
LINK00017100,CUST00017100,DEV00018795,2024-07-10,2025-12-31,301,True,PRIMARY
LINK00017101,CUST00017101,DEV00023373,2023-06-02,2025-12-31,430,True,PRIMARY
LINK00017102,CUST00017102,DEV00006560,2025-12-06,2025-12-31,248,True,PRIMARY
LINK00017103,CUST00017103,DEV00023683,2024-10-25,2025-12-31,192,True,PRIMARY
LINK00017104,CUST00017104,DEV00018428,2024-11-22,2025-12-31,265,True,PRIMARY
LINK00017105,CUST00017105,DEV00012925,2023-12-07,2025-12-31,325,True,PRIMARY
LINK00017106,CUST00017106,DEV00007376,2022-10-20,2025-12-31,472,True,PRIMARY
LINK00017107,CUST00017107,DEV00011302,2022-06-22,2025-12-31,412,True,PRIMARY
LINK00017108,CUST00017108,DEV00002648,2023-12-31,2025-12-31,235,True,PRIMARY
LINK00017109,CUST00017109,DEV00016089,2022-05-01,2025-12-31,317,True,PRIMARY
LINK00017110,CUST00017110,DEV00009355,2023-06-29,2025-12-31,213,True,PRIMARY
LINK00017111,CUST00017111,DEV00022129,2024-08-15,2025-12-31,455,True,PRIMARY
LINK00017112,CUST00017112,DEV00013595,2023-08-17,2025-12-31,492,True,PRIMARY
LINK00017113,CUST00017113,DEV00025736,2025-11-01,2025-12-31,65,True,PRIMARY
LINK00017114,CUST00017114,DEV00025182,2023-12-05,2025-12-31,408,True,PRIMARY
LINK00017115,CUST00017115,DEV00005274,2024-01-04,2025-12-31,315,True,PRIMARY
LINK00017116,CUST00017116,DEV00016733,2022-07-29,2025-12-31,459,True,PRIMARY
LINK00017117,CUST00017117,DEV00019657,2023-02-14,2025-12-31,326,True,PRIMARY
LINK00017118,CUST00017118,DEV00023609,2025-03-04,2025-12-31,235,True,PRIMARY
LINK00017119,CUST00017119,DEV00013102,2025-12-13,2025-12-31,180,True,PRIMARY
LINK00017120,CUST00017120,DEV00013823,2025-02-27,2025-12-31,301,True,PRIMARY
LINK00017121,CUST00017121,DEV00006893,2025-06-14,2025-12-31,483,True,PRIMARY
LINK00017122,CUST00017122,DEV00015646,2025-11-01,2025-12-31,333,True,PRIMARY
LINK00017123,CUST00017123,DEV00021128,2024-12-02,2025-12-31,302,True,PRIMARY
LINK00017124,CUST00017124,DEV00000528,2024-04-29,2025-12-31,207,True,PRIMARY
LINK00017125,CUST00017125,DEV00007891,2025-01-25,2025-12-31,26,True,PRIMARY
LINK00017126,CUST00017126,DEV00010962,2025-07-20,2025-12-31,391,True,PRIMARY
LINK00017127,CUST00017127,DEV00006664,2023-03-11,2025-12-31,187,True,PRIMARY
LINK00017128,CUST00017128,DEV00021733,2025-02-09,2025-12-31,417,True,PRIMARY
LINK00017129,CUST00017129,DEV00010138,2024-10-23,2025-12-31,299,True,PRIMARY
LINK00017130,CUST00017130,DEV00027075,2024-04-01,2025-12-31,199,True,PRIMARY
LINK00017131,CUST00017131,DEV00000670,2024-01-24,2025-12-31,394,True,PRIMARY
LINK00017132,CUST00017132,DEV00000398,2022-10-15,2025-12-31,89,True,PRIMARY
LINK00017133,CUST00017133,DEV00005469,2023-01-15,2025-12-31,324,True,PRIMARY
LINK00017134,CUST00017134,DEV00006398,2024-05-29,2025-12-31,432,True,PRIMARY
LINK00017135,CUST00017135,DEV00003925,2025-02-11,2025-12-31,88,True,PRIMARY
LINK00017136,CUST00017136,DEV00021709,2023-03-24,2025-12-31,62,True,PRIMARY
LINK00017137,CUST00017137,DEV00005985,2025-02-10,2025-12-31,375,True,PRIMARY
LINK00017138,CUST00017138,DEV00002175,2024-08-05,2025-12-31,376,True,PRIMARY
LINK00017139,CUST00017139,DEV00000626,2024-08-30,2025-12-31,199,True,PRIMARY
LINK00017140,CUST00017140,DEV00001120,2024-08-26,2025-12-31,349,True,PRIMARY
LINK00017141,CUST00017141,DEV00015208,2024-07-21,2025-12-31,59,True,PRIMARY
LINK00017142,CUST00017142,DEV00023566,2024-08-14,2025-12-31,315,True,PRIMARY
LINK00017143,CUST00017143,DEV00002881,2024-09-14,2025-12-31,288,True,PRIMARY
LINK00017144,CUST00017144,DEV00014887,2022-06-14,2025-12-31,227,True,PRIMARY
LINK00017145,CUST00017145,DEV00007833,2025-03-17,2025-12-31,190,True,PRIMARY
LINK00017146,CUST00017146,DEV00026219,2025-02-04,2025-12-31,398,True,PRIMARY
LINK00017147,CUST00017147,DEV00017648,2025-02-09,2025-12-31,174,True,PRIMARY
LINK00017148,CUST00017148,DEV00023287,2025-04-30,2025-12-31,493,True,PRIMARY
LINK00017149,CUST00017149,DEV00024242,2022-09-04,2025-12-31,138,True,PRIMARY
LINK00017150,CUST00017150,DEV00000685,2023-08-15,2025-12-31,335,True,PRIMARY
LINK00017151,CUST00017151,DEV00026574,2025-05-08,2025-12-31,146,True,PRIMARY
LINK00017152,CUST00017152,DEV00009648,2024-10-05,2025-12-31,391,True,PRIMARY
LINK00017153,CUST00017153,DEV00001165,2025-05-07,2025-12-31,24,True,PRIMARY
LINK00017154,CUST00017154,DEV00022398,2024-10-06,2025-12-31,301,True,PRIMARY
LINK00017155,CUST00017155,DEV00005842,2022-11-11,2025-12-31,223,True,PRIMARY
LINK00017156,CUST00017156,DEV00024313,2024-12-29,2025-12-31,175,True,PRIMARY
LINK00017157,CUST00017157,DEV00012463,2022-07-31,2025-12-31,410,True,PRIMARY
LINK00017158,CUST00017158,DEV00015836,2025-08-12,2025-12-31,221,True,PRIMARY
LINK00017159,CUST00017159,DEV00023434,2023-11-28,2025-12-31,302,True,PRIMARY
LINK00017160,CUST00017160,DEV00007843,2023-01-30,2025-12-31,321,True,PRIMARY
LINK00017161,CUST00017161,DEV00013447,2024-12-25,2025-12-31,52,True,PRIMARY
LINK00017162,CUST00017162,DEV00003077,2024-07-06,2025-12-31,304,True,PRIMARY
LINK00017163,CUST00017163,DEV00026541,2024-06-25,2025-12-31,283,True,PRIMARY
LINK00017164,CUST00017164,DEV00017979,2025-07-24,2025-12-31,281,True,PRIMARY
LINK00017165,CUST00017165,DEV00024973,2025-04-12,2025-12-31,486,True,PRIMARY
LINK00017166,CUST00017166,DEV00016995,2025-03-25,2025-12-31,56,True,PRIMARY
LINK00017167,CUST00017167,DEV00000492,2024-09-27,2025-12-31,46,True,PRIMARY
LINK00017168,CUST00017168,DEV00015959,2024-04-16,2025-12-31,205,True,PRIMARY
LINK00017169,CUST00017169,DEV00022969,2022-06-25,2025-12-31,123,True,PRIMARY
LINK00017170,CUST00017170,DEV00002110,2025-02-05,2025-12-31,64,True,PRIMARY
LINK00017171,CUST00017171,DEV00025774,2025-09-26,2025-12-31,336,True,PRIMARY
LINK00017172,CUST00017172,DEV00021119,2024-08-31,2025-12-31,336,True,PRIMARY
LINK00017173,CUST00017173,DEV00014363,2023-10-14,2025-12-31,128,True,PRIMARY
LINK00017174,CUST00017174,DEV00018691,2024-06-06,2025-12-31,159,True,PRIMARY
LINK00017175,CUST00017175,DEV00011370,2025-11-25,2025-12-31,286,True,PRIMARY
LINK00017176,CUST00017176,DEV00002529,2022-08-13,2025-12-31,93,True,PRIMARY
LINK00017177,CUST00017177,DEV00024859,2025-01-02,2025-12-31,218,True,PRIMARY
LINK00017178,CUST00017178,DEV00011373,2025-06-15,2025-12-31,463,True,PRIMARY
LINK00017179,CUST00017179,DEV00018124,2025-03-03,2025-12-31,249,True,PRIMARY
LINK00017180,CUST00017180,DEV00022655,2025-05-10,2025-12-31,453,True,PRIMARY
LINK00017181,CUST00017181,DEV00026908,2023-09-08,2025-12-31,255,True,PRIMARY
LINK00017182,CUST00017182,DEV00027742,2025-05-24,2025-12-31,360,True,PRIMARY
LINK00017183,CUST00017183,DEV00010538,2022-06-05,2025-12-31,114,True,PRIMARY
LINK00017184,CUST00017184,DEV00000953,2025-11-01,2025-12-31,128,True,PRIMARY
LINK00017185,CUST00017185,DEV00027350,2024-09-01,2025-12-31,183,True,PRIMARY
LINK00017186,CUST00017186,DEV00020455,2023-05-30,2025-12-31,192,True,PRIMARY
LINK00017187,CUST00017187,DEV00010852,2022-07-18,2025-12-31,385,True,PRIMARY
LINK00017188,CUST00017188,DEV00018230,2022-06-05,2025-12-31,184,True,PRIMARY
LINK00017189,CUST00017189,DEV00019922,2024-05-14,2025-12-31,493,True,PRIMARY
LINK00017190,CUST00017190,DEV00000724,2023-08-18,2025-12-31,174,True,PRIMARY
LINK00017191,CUST00017191,DEV00001896,2025-12-17,2025-12-31,209,True,PRIMARY
LINK00017192,CUST00017192,DEV00018554,2025-11-24,2025-12-31,108,True,PRIMARY
LINK00017193,CUST00017193,DEV00002704,2023-08-31,2025-12-31,373,True,PRIMARY
LINK00017194,CUST00017194,DEV00025067,2025-01-06,2025-12-31,379,True,PRIMARY
LINK00017195,CUST00017195,DEV00001176,2022-04-27,2025-12-31,445,True,PRIMARY
LINK00017196,CUST00017196,DEV00008711,2024-09-19,2025-12-31,93,True,PRIMARY
LINK00017197,CUST00017197,DEV00015987,2022-08-01,2025-12-31,114,True,PRIMARY
LINK00017198,CUST00017198,DEV00026711,2024-09-16,2025-12-31,478,True,PRIMARY
LINK00017199,CUST00017199,DEV00026271,2025-04-07,2025-12-31,295,True,PRIMARY
LINK00017200,CUST00017200,DEV00022138,2025-02-24,2025-12-31,179,True,PRIMARY
LINK00017201,CUST00017201,DEV00000363,2023-10-16,2025-12-31,74,True,PRIMARY
LINK00017202,CUST00017202,DEV00021992,2023-04-16,2025-12-31,272,True,PRIMARY
LINK00017203,CUST00017203,DEV00000295,2023-09-14,2025-12-31,459,True,PRIMARY
LINK00017204,CUST00017204,DEV00005229,2025-12-02,2025-12-31,361,True,PRIMARY
LINK00017205,CUST00017205,DEV00019782,2025-01-29,2025-12-31,156,True,PRIMARY
LINK00017206,CUST00017206,DEV00000429,2023-06-15,2025-12-31,440,True,PRIMARY
LINK00017207,CUST00017207,DEV00005821,2023-11-28,2025-12-31,318,True,PRIMARY
LINK00017208,CUST00017208,DEV00025770,2025-12-25,2025-12-31,234,True,PRIMARY
LINK00017209,CUST00017209,DEV00000264,2024-08-28,2025-12-31,224,True,PRIMARY
LINK00017210,CUST00017210,DEV00022429,2025-09-08,2025-12-31,151,True,PRIMARY
LINK00017211,CUST00017211,DEV00020372,2023-12-16,2025-12-31,470,True,PRIMARY
LINK00017212,CUST00017212,DEV00009399,2023-10-26,2025-12-31,10,True,PRIMARY
LINK00017213,CUST00017213,DEV00003076,2022-11-23,2025-12-31,270,True,PRIMARY
LINK00017214,CUST00017214,DEV00001811,2025-10-18,2025-12-31,42,True,PRIMARY
LINK00017215,CUST00017215,DEV00012227,2024-01-12,2025-12-31,225,True,PRIMARY
LINK00017216,CUST00017216,DEV00009548,2025-02-14,2025-12-31,42,True,PRIMARY
LINK00017217,CUST00017217,DEV00008204,2024-04-02,2025-12-31,392,True,PRIMARY
LINK00017218,CUST00017218,DEV00006207,2025-11-12,2025-12-31,431,True,PRIMARY
LINK00017219,CUST00017219,DEV00002675,2025-10-04,2025-12-31,183,True,PRIMARY
LINK00017220,CUST00017220,DEV00014834,2025-08-09,2025-12-31,497,True,PRIMARY
LINK00017221,CUST00017221,DEV00004022,2025-03-09,2025-12-31,128,True,PRIMARY
LINK00017222,CUST00017222,DEV00003993,2022-06-27,2025-12-31,431,True,PRIMARY
LINK00017223,CUST00017223,DEV00002735,2022-12-08,2025-12-31,430,True,PRIMARY
LINK00017224,CUST00017224,DEV00026980,2024-12-23,2025-12-31,187,True,PRIMARY
LINK00017225,CUST00017225,DEV00000603,2023-02-04,2025-12-31,248,True,PRIMARY
LINK00017226,CUST00017226,DEV00006454,2025-04-27,2025-12-31,490,True,PRIMARY
LINK00017227,CUST00017227,DEV00025603,2022-11-29,2025-12-31,338,True,PRIMARY
LINK00017228,CUST00017228,DEV00017869,2024-05-12,2025-12-31,257,True,PRIMARY
LINK00017229,CUST00017229,DEV00012984,2024-06-08,2025-12-31,484,True,PRIMARY
LINK00017230,CUST00017230,DEV00006685,2025-05-03,2025-12-31,486,True,PRIMARY
LINK00017231,CUST00017231,DEV00000282,2025-12-16,2025-12-31,381,True,PRIMARY
LINK00017232,CUST00017232,DEV00027426,2023-07-23,2025-12-31,438,True,PRIMARY
LINK00017233,CUST00017233,DEV00009420,2024-07-10,2025-12-31,498,True,PRIMARY
LINK00017234,CUST00017234,DEV00007754,2023-06-11,2025-12-31,224,True,PRIMARY
LINK00017235,CUST00017235,DEV00005816,2022-06-23,2025-12-31,178,True,PRIMARY
LINK00017236,CUST00017236,DEV00026704,2024-05-30,2025-12-31,413,True,PRIMARY
LINK00017237,CUST00017237,DEV00013150,2024-08-16,2025-12-31,356,True,PRIMARY
LINK00017238,CUST00017238,DEV00004564,2024-09-17,2025-12-31,79,True,PRIMARY
LINK00017239,CUST00017239,DEV00017467,2025-05-13,2025-12-31,219,True,PRIMARY
LINK00017240,CUST00017240,DEV00017251,2023-03-11,2025-12-31,326,True,PRIMARY
LINK00017241,CUST00017241,DEV00026300,2024-04-22,2025-12-31,186,True,PRIMARY
LINK00017242,CUST00017242,DEV00022633,2025-08-21,2025-12-31,465,True,PRIMARY
LINK00017243,CUST00017243,DEV00005888,2023-12-09,2025-12-31,137,True,PRIMARY
LINK00017244,CUST00017244,DEV00007185,2024-10-23,2025-12-31,325,True,PRIMARY
LINK00017245,CUST00017245,DEV00026963,2025-03-12,2025-12-31,406,True,PRIMARY
LINK00017246,CUST00017246,DEV00016347,2025-05-11,2025-12-31,279,True,PRIMARY
LINK00017247,CUST00017247,DEV00016545,2024-05-22,2025-12-31,202,True,PRIMARY
LINK00017248,CUST00017248,DEV00017880,2023-06-16,2025-12-31,392,True,PRIMARY
LINK00017249,CUST00017249,DEV00004926,2025-06-16,2025-12-31,418,True,PRIMARY
LINK00017250,CUST00017250,DEV00019324,2022-04-22,2025-12-31,88,True,PRIMARY
LINK00017251,CUST00017251,DEV00000770,2025-11-16,2025-12-31,264,True,PRIMARY
LINK00017252,CUST00017252,DEV00027088,2022-07-26,2025-12-31,417,True,PRIMARY
LINK00017253,CUST00017253,DEV00000928,2022-05-01,2025-12-31,135,True,PRIMARY
LINK00017254,CUST00017254,DEV00019760,2024-01-16,2025-12-31,61,True,PRIMARY
LINK00017255,CUST00017255,DEV00008128,2024-11-15,2025-12-31,178,True,PRIMARY
LINK00017256,CUST00017256,DEV00016225,2024-05-14,2025-12-31,400,True,PRIMARY
LINK00017257,CUST00017257,DEV00009614,2025-01-23,2025-12-31,278,True,PRIMARY
LINK00017258,CUST00017258,DEV00003253,2024-07-08,2025-12-31,448,True,PRIMARY
LINK00017259,CUST00017259,DEV00023652,2024-04-28,2025-12-31,187,True,PRIMARY
LINK00017260,CUST00017260,DEV00026859,2025-09-03,2025-12-31,146,True,PRIMARY
LINK00017261,CUST00017261,DEV00025076,2024-03-25,2025-12-31,100,True,PRIMARY
LINK00017262,CUST00017262,DEV00017290,2024-06-07,2025-12-31,137,True,PRIMARY
LINK00017263,CUST00017263,DEV00026803,2023-01-22,2025-12-31,220,True,PRIMARY
LINK00017264,CUST00017264,DEV00006222,2023-04-22,2025-12-31,67,True,PRIMARY
LINK00017265,CUST00017265,DEV00026403,2025-08-12,2025-12-31,118,True,PRIMARY
LINK00017266,CUST00017266,DEV00014164,2022-09-12,2025-12-31,398,True,PRIMARY
LINK00017267,CUST00017267,DEV00010343,2025-10-08,2025-12-31,369,True,PRIMARY
LINK00017268,CUST00017268,DEV00014337,2023-02-07,2025-12-31,111,True,PRIMARY
LINK00017269,CUST00017269,DEV00016458,2024-12-29,2025-12-31,49,True,PRIMARY
LINK00017270,CUST00017270,DEV00023350,2025-08-06,2025-12-31,37,True,PRIMARY
LINK00017271,CUST00017271,DEV00017106,2025-08-07,2025-12-31,496,True,PRIMARY
LINK00017272,CUST00017272,DEV00010336,2022-07-29,2025-12-31,207,True,PRIMARY
LINK00017273,CUST00017273,DEV00023187,2025-04-25,2025-12-31,271,True,PRIMARY
LINK00017274,CUST00017274,DEV00026721,2024-03-07,2025-12-31,155,True,PRIMARY
LINK00017275,CUST00017275,DEV00003585,2025-06-17,2025-12-31,308,True,PRIMARY
LINK00017276,CUST00017276,DEV00006451,2025-09-30,2025-12-31,241,True,PRIMARY
LINK00017277,CUST00017277,DEV00004363,2024-02-09,2025-12-31,126,True,PRIMARY
LINK00017278,CUST00017278,DEV00006386,2025-12-06,2025-12-31,213,True,PRIMARY
LINK00017279,CUST00017279,DEV00019600,2025-07-06,2025-12-31,480,True,PRIMARY
LINK00017280,CUST00017280,DEV00007099,2022-05-08,2025-12-31,347,True,PRIMARY
LINK00017281,CUST00017281,DEV00009465,2025-12-30,2025-12-31,252,True,PRIMARY
LINK00017282,CUST00017282,DEV00002845,2023-11-29,2025-12-31,316,True,PRIMARY
LINK00017283,CUST00017283,DEV00010916,2022-07-23,2025-12-31,367,True,PRIMARY
LINK00017284,CUST00017284,DEV00018432,2025-01-15,2025-12-31,242,True,PRIMARY
LINK00017285,CUST00017285,DEV00013946,2025-11-08,2025-12-31,53,True,PRIMARY
LINK00017286,CUST00017286,DEV00021861,2024-08-03,2025-12-31,437,True,PRIMARY
LINK00017287,CUST00017287,DEV00008350,2025-03-19,2025-12-31,95,True,PRIMARY
LINK00017288,CUST00017288,DEV00010947,2024-09-28,2025-12-31,318,True,PRIMARY
LINK00017289,CUST00017289,DEV00017464,2022-07-22,2025-12-31,385,True,PRIMARY
LINK00017290,CUST00017290,DEV00001342,2022-10-07,2025-12-31,206,True,PRIMARY
LINK00017291,CUST00017291,DEV00013569,2025-10-10,2025-12-31,15,True,PRIMARY
LINK00017292,CUST00017292,DEV00014293,2023-08-23,2025-12-31,133,True,PRIMARY
LINK00017293,CUST00017293,DEV00007929,2025-05-30,2025-12-31,81,True,PRIMARY
LINK00017294,CUST00017294,DEV00018446,2023-10-25,2025-12-31,407,True,PRIMARY
LINK00017295,CUST00017295,DEV00019086,2025-07-22,2025-12-31,314,True,PRIMARY
LINK00017296,CUST00017296,DEV00021208,2024-12-11,2025-12-31,144,True,PRIMARY
LINK00017297,CUST00017297,DEV00005769,2024-09-10,2025-12-31,344,True,PRIMARY
LINK00017298,CUST00017298,DEV00020961,2024-05-13,2025-12-31,295,True,PRIMARY
LINK00017299,CUST00017299,DEV00021782,2025-08-19,2025-12-31,278,True,PRIMARY
LINK00017300,CUST00017300,DEV00019983,2023-04-06,2025-12-31,197,True,PRIMARY
LINK00017301,CUST00017301,DEV00027088,2022-07-26,2025-12-31,133,True,PRIMARY
LINK00017302,CUST00017302,DEV00011386,2024-03-27,2025-12-31,264,True,PRIMARY
LINK00017303,CUST00017303,DEV00014681,2025-02-16,2025-12-31,23,True,PRIMARY
LINK00017304,CUST00017304,DEV00001665,2025-03-11,2025-12-31,363,True,PRIMARY
LINK00017305,CUST00017305,DEV00023566,2025-04-29,2025-12-31,45,True,PRIMARY
LINK00017306,CUST00017306,DEV00014811,2025-07-09,2025-12-31,461,True,PRIMARY
LINK00017307,CUST00017307,DEV00008132,2023-09-04,2025-12-31,440,True,PRIMARY
LINK00017308,CUST00017308,DEV00011161,2023-09-20,2025-12-31,18,True,PRIMARY
LINK00017309,CUST00017309,DEV00019384,2023-11-05,2025-12-31,101,True,PRIMARY
LINK00017310,CUST00017310,DEV00027196,2022-10-29,2025-12-31,435,True,PRIMARY
LINK00017311,CUST00017311,DEV00005654,2023-05-02,2025-12-31,451,True,PRIMARY
LINK00017312,CUST00017312,DEV00011316,2024-12-06,2025-12-31,457,True,PRIMARY
LINK00017313,CUST00017313,DEV00012721,2024-08-19,2025-12-31,386,True,PRIMARY
LINK00017314,CUST00017314,DEV00001195,2023-01-24,2025-12-31,386,True,PRIMARY
LINK00017315,CUST00017315,DEV00027241,2025-10-17,2025-12-31,136,True,PRIMARY
LINK00017316,CUST00017316,DEV00012498,2024-03-07,2025-12-31,463,True,PRIMARY
LINK00017317,CUST00017317,DEV00002921,2025-12-22,2025-12-31,445,True,PRIMARY
LINK00017318,CUST00017318,DEV00012318,2025-02-11,2025-12-31,471,True,PRIMARY
LINK00017319,CUST00017319,DEV00022997,2024-08-14,2025-12-31,154,True,PRIMARY
LINK00017320,CUST00017320,DEV00027426,2022-02-10,2025-12-31,108,True,PRIMARY
LINK00017321,CUST00017321,DEV00004961,2024-10-24,2025-12-31,212,True,PRIMARY
LINK00017322,CUST00017322,DEV00000233,2023-07-26,2025-12-31,261,True,PRIMARY
LINK00017323,CUST00017323,DEV00017580,2025-08-23,2025-12-31,315,True,PRIMARY
LINK00017324,CUST00017324,DEV00018109,2025-10-23,2025-12-31,66,True,PRIMARY
LINK00017325,CUST00017325,DEV00000268,2022-03-23,2025-12-31,497,True,PRIMARY
LINK00017326,CUST00017326,DEV00026501,2022-04-03,2025-12-31,389,True,PRIMARY
LINK00017327,CUST00017327,DEV00003837,2025-01-08,2025-12-31,125,True,PRIMARY
LINK00017328,CUST00017328,DEV00015162,2024-01-30,2025-12-31,436,True,PRIMARY
LINK00017329,CUST00017329,DEV00011567,2022-12-01,2025-12-31,211,True,PRIMARY
LINK00017330,CUST00017330,DEV00022820,2025-11-21,2025-12-31,237,True,PRIMARY
LINK00017331,CUST00017331,DEV00015215,2025-02-25,2025-12-31,487,True,PRIMARY
LINK00017332,CUST00017332,DEV00022868,2024-07-27,2025-12-31,41,True,PRIMARY
LINK00017333,CUST00017333,DEV00026446,2025-03-04,2025-12-31,162,True,PRIMARY
LINK00017334,CUST00017334,DEV00001375,2023-01-07,2025-12-31,482,True,PRIMARY
LINK00017335,CUST00017335,DEV00027490,2023-11-24,2025-12-31,308,True,PRIMARY
LINK00017336,CUST00017336,DEV00018771,2025-08-11,2025-12-31,440,True,PRIMARY
LINK00017337,CUST00017337,DEV00006670,2023-09-09,2025-12-31,291,True,PRIMARY
LINK00017338,CUST00017338,DEV00023007,2024-02-18,2025-12-31,311,True,PRIMARY
LINK00017339,CUST00017339,DEV00008887,2025-10-10,2025-12-31,314,True,PRIMARY
LINK00017340,CUST00017340,DEV00019812,2024-07-01,2025-12-31,354,True,PRIMARY
LINK00017341,CUST00017341,DEV00016564,2025-08-09,2025-12-31,268,True,PRIMARY
LINK00017342,CUST00017342,DEV00025969,2025-08-17,2025-12-31,215,True,PRIMARY
LINK00017343,CUST00017343,DEV00002332,2024-03-31,2025-12-31,101,True,PRIMARY
